,description,clean_text,skill_set,joined_skills,from,to
59,"Required Skills Java / JSP / PHP / Python / R / .NET Technologies


Good multi-tasking skills and the ability to work in a fast paced business environment


Exposure to all stages of Software Development Life Cycle


Demonstrate knowledge of current web design trends, philosophies and ideas


Understanding of HTML, CSS, and JavaScript
 

Freshers B.Tech(Computers) or MCA or MSC (CS) from reputed institutes can apply

Location: Kannur",required skills java jsp php python r net technologies good multi tasking skills ability work fast paced business environment exp osure stages software development life cycle demonstrate knowledge current web design trends philosophies ideas understanding html css javascript freshers b tech computers mca msc cs reputed institutes apply location kannur,"['jsp', 'html', 'css', 'javascript']",jsp html css javascript,0.0,
60,"Job SummaryResponsibilities:Designing, building and maintaining reliable and reusable Java code.Making sure the applications perform to a high level and are responsive.Work closely with the software and system engineering associates on our teamResponsible for all aspects of the continuous integration and continuous delivery processFlexible and willing to accept a change in priorities as necessary.Technical Skills:Hands on experience in Java, J2EE, JSP, Servlet, JQuery, JavaScript, HTML, CSS, MySQL databaseHave excellent knowledge in OOP (Object Oriented Programming)Qualification: BE/Btech/MCA/BCAJob Types: Internship, FresherSelection rounds:HR InterviewTechnical InterviewIndustry:Software Development",responsibilities designing building maintaining reliable reusable java code making sure applications perform high level responsive work closely software system engineering associates teamresponsible aspects continuous integration continuous delivery processflexible willing accept change priorities necessary technical skills hands exp java j2ee jsp servlet jquery javascript html css mysql databasehave excellent knowledge oop object oriented programming qualification btech mca bcajob types internship fresherselection rounds hr interviewtechnical interviewindustry software development,"['j2ee', 'jsp', 'html', 'css', 'javascript', 'jquery', 'oop', 'sql']",j2ee jsp html css javascript jquery oop sql,0.0,
61,"Job Profile
Java Developer Jobs In Baner, Pune
Job Type
Skilled Job
Contact Person
Karan
Qualification
Graduation
Gender
both
Salary
INR 18000-30000
Address
Baner Road, Laxman Nagar, Baner, Pune, Maharashtra, India
City
Pune
Country
India
Preferred Location
Baner Road, Laxman Nagar, Baner, Pune, Maharashtra, India
Industry
Banking / Finance / Insurance
Job Description
CALL Shivam 9667260430
We are currently hiring for the position of Java Developer.
Job Position- Java Fresher | Java Developer | Java Software Developer
Eligibility- BE/BTech/MCA/MTech/ME /MSC
Any YOP
ANY % criteria
Any Stream

CALL Karan 7065565935
RoleFresher
Industry TypeIT-Software / Software Services
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent",profile java developer jobs baner pune type skilled contact person karan qualification graduation gender salary inr 18000 30000 address baner road laxman nagar baner pune maharashtra india city pune country india preferred location baner road laxman nagar baner pune maharashtra india industry banking finance insurance description call shivam 9667260430 currently hiring position java developer position java fresher java developer java software developer eligibility btech mca mtech msc yop criteria stream call karan 7065565935 rolefresher industry typeit software software services functional areait software application programming maintenance employment typefull time permanent,[],,0.0,
62,"We are a team of multi-skilled and curious digital specialists who are always up for a challenge and learning as fast as. We are looking for proactive Java Developer for long time cooperation with good opportunities of growth to Team Lead, Architect or Project Manager.
Experience
[0-4 Years]
Percentage
70% (Min) only for freshers
Positions
5 [Full Time]
REQUIREMENTS
Good Communication Skills
Should have Knowledge on Java (Web & Desktop) Application Development.
Basics j2ee, jsp, SQL
Must and should 2 skills(Spring MVC, Hibernate, Struts 2, JSF, Google Web Toolkit, Vaadin, Stripes, OpenXava, ...)
Good Logical & Analytical skills
Expert of Java, OOP patterns
Architecture of high loaded Java applications
location
Tirupathi (Andhra Pradesh)
Salary
As per company norms.
Mail Id
hr@ymtsindia.com",team multi skilled curious digital specialists always challenge learning fast looking proactive java developer long time cooperation good opportunities growth team lead architect project manager exp 0 4 year percentage 70 min freshers positions 5 full time requirements good communication skills knowledge java web desktop application development basics j2ee jsp sql must 2 skills spring mvc hibernate struts 2 jsf google web toolkit vaadin stripes openxava good logical analytical skills exp ert java oop patterns architecture high loaded java applications location tirupathi andhra pradesh salary per company norms mail id hr ymtsindia com,"['j2ee', 'jsp', 'jsf', 'struts', 'spring', 'oop', 'hibernate', 'vaadin', 'sql']",j2ee jsp jsf struts spring oop hibernate vaadin sql,0.0,4.0
63,"Job SummaryWe are looking for an Application Developer who possesses a passion for pushing mobile technologies to the limits. This App developer will work with our team of talented engineers to design and build the next generation of our mobile applications. Android programming works closely with other app development and technical teams.Responsibilities and DutiesDesign and build advanced applications for the Android platformCollaborate with cross-functional teams to define, design, and ship new featuresWork with outside data sources and APIsUnit-test code for robustness, including edge cases, usability, and general reliabilityWork on bug fixing and improving application performanceContinuously discover, evaluate, and implement new technologies to maximize development efficiency.Key SkillsJava, C#, Objective C, Swift, kotlinRequired Experience and QualificationsBS/MS degree in Computer Science, Engineering or a related subjectProven software development experience and Android/iOS skills developmentProven working experience in Android app developmentHave published at least one original Android appExperience with Android SDKExperience working with remote data via REST and JSONExperience with third-party libraries and APIsWorking knowledge of the general mobile landscape, architectures, trends, and emerging technologiesSolid understanding of the full mobile development life cycle.Job Types: Full-time, FresherExperience:work: 1 year (Preferred)total work: 1 year (Preferred)Education:Bachelor's (Preferred)Industry:Software Development",looking application developer possesses passion pushing mobile technologies limits app developer work team talented engineers design build next generation mobile applications android programming works closely app development technical teams responsibilities dutiesdesign build advanced applications android platformcollaborate cross functional teams define design ship new featureswork outside data sources apisunit test code robustness including edge cases usability general reliabilitywork bug fixing improving application performancecontinuously discover evaluate implement new technologies maximize development efficiency key skillsjava c objective c swift kotlinrequired exp qualificationsbs ms degree computer science engineering related subjectproven software development exp android ios skills developmentproven working exp android app developmenthave published least one original android appexp android sdkexp working remote data via rest jsonexp third party libraries apisworking knowledge general mobile landscape architectures trends emerging technologiessolid understanding full mobile development life cycle types full time fresherexp work 1 year preferred total work 1 year preferred education bachelor preferred industry software development,"['rest', 'json', 'android']",rest json android,1.0,
64,"Job Summary24X7 Careers is hiring for java developer fresher's [B.Tech/ B.E / MCA / MSc / BSc ( computers )] or equivalent. Experience (Preferable): 0 - 6 months ( Freshers ) Essential Requirements (Skills): Knowledge on Core Java, JSP, Servlets, AJAX, JavaScript, Struts, JSF, Design Patterns, Spring MVC framework, Hibernate.We have urgent openings for the following positions.For More Details, Contact HR: - 9030200994,9030200991,Responsibilities and DutiesDefines site objectives by analyzing user requirements; envisioning system features and functionality.Designs and develops user interfaces to internet/intranet applications by setting expectations and features priorities throughout development life cycle; determining design methodologies and tool sets; completing programming using languages and software products; designing and conducting tests.Integrates applications by designing database architecture and server scripting; studying and establishing connectivity with network systems, search engines, and information servers.Creates multimedia applications by using authoring tools.Completes applications development by coordinating requirements, schedules, and activities; contributing to team meetings; troubleshooting development and production problems across multiple environments and operating platforms.Supports users by developing documentation and assistance tools.Key SkillsJava, Java Applets, Web Programming Skills, Teamwork, Verbal Communication, Web User Interface Design, Software Requirements, Software Development Process, Object-Oriented Design (OOD), Multimedia Content Development, Software DebuggingRequired Experience and QualificationsFresher and experience also can apply for this job.BenefitsESI,PF,Rotational shiftsJob Type: Full-timeSalary: ₹13,000.00 to ₹15,000.00 /monthExperience:Programming: 1 year (Preferred)work: 1 year (Preferred)total work: 1 year (Preferred)Education:Secondary(10th Pass) (Preferred)Benefits:Provident fund (PF)Health insuranceShift allowanceIndustry:Software Development",24x7 careers hiring java developer fresher b tech b e mca msc bsc computers equivalent exp preferable 0 6 months freshers essential requirements skills knowledge core java jsp servlets ajax javascript struts jsf design patterns spring mvc framework hibernate urgent openings following positions details contact hr 9030200994 9030200991 responsibilities dutiesdefines site objectives analyzing user requirements envisioning system features functionality designs develops user interfaces internet intranet applications setting exp ectations features priorities throughout development life cycle determining design methodologies tool sets completing programming using languages software products designing conducting tests integrates applications designing database architecture server scripting studying establishing connectivity network systems search engines information servers creates multimedia applications using authoring tools completes applications development coordinating requirements schedules activities contributing team meetings troubleshooting development production problems across multiple environments operating platforms supports users developing documentation assistance tools key skillsjava java applets web programming skills teamwork verbal communication web user interface design software requirements software development process object oriented design ood multimedia content development software debuggingrequired exp qualificationsfresher exp also apply benefitsesi pf rotational shiftsjob type full timesalary 13 000 00 15 000 00 monthexp programming 1 year preferred work 1 year preferred total work 1 year preferred education secondary 10th pass preferred benefits provident fund pf health insuranceshift allowanceindustry software development,"['ajax', 'jsp', 'jsf', 'servlets', 'struts', 'spring', 'javascript', 'hibernate']",ajax jsp jsf servlets struts spring javascript hibernate,1.6,
65,"Job SummaryWe are looking out for a Java Developer who will be fully responsible for the maintenance & enhancement of our current applications and development of future workResponsibilities and DutiesJava DeveloperKey SkillsjavaRequired Experience and QualificationsBE/BCA/BA/BCS/MCA/MCS/MEJob Types: Part-time, InternshipExperience:total work: 1 year (Preferred)JSP: 1 year (Preferred)java: 1 year (Preferred)Education:Bachelor's (Preferred)Licence:Java SE 7 Programmer (Preferred)Agile Experience Needed:NoIndustry:Software Development",looking java developer fully responsible maintenance enhancement current applications development future workresponsibilities dutiesjava developerkey skillsjavarequired exp qualificationsbe bca ba bcs mca mcs mejob types part time internshipexp total work 1 year preferred jsp 1 year preferred java 1 year preferred education bachelor preferred licence java se 7 programmer preferred agile exp needed noindustry software development,['jsp'],jsp,1.0,
66,"Job SummaryDear Candidate,We have an urgent opening for Java Developer role.Below are the details:Primary Skill Set:1. Core Java2. Advanced Java3. J2ee4. JSP5. ServletJob Location: MumbaiExperience: 1-3 YrsInterested candidates can share resume on mentioned email id.Thanks & RegardsTanvi ThakkarJob Type: Full-timeExperience:core java, Advanced Java: 1 year (Required)JSP, Servlet: 1 year (Required)Education:Bachelor's (Required)Benefits:Provident fund (PF)Paid leaves / Leave encashmentHealth insuranceFlexible work hoursIndustry:Software Development",dear candidate urgent opening java developer role details primary skill set 1 core java2 advanced java3 j2ee4 jsp5 servletjob location mumbaiexp 1 3 year sinterested candidates share resume mentioned email id thanks regardstanvi thakkarjob type full timeexp core java advanced java 1 year required jsp servlet 1 year required education bachelor required benefits provident fund pf paid leaves leave encashmenthealth insuranceflexible work hoursindustry software development,"['j2ee', 'jsp', 'rest']",j2ee jsp rest,1.0,3.0
67,"Job SummaryWork Location:  Khar West Linking RoadInterview Mode Skype Followed by In-personProficient in Java, with a good knowledge of its ecosystemsSolid understanding of object-oriented programmingSkill for writing reusable Java librariesFamiliarity with concepts of SpringMVCFamiliarity with build tools such as Ant, Maven, and GradlePreferred skills(Plus): Angular5, Spring Boot, Spring BatchImportant web UI side technical skills: Angular5, Bootstrap, JQuery, HTML/CSS, Ajax, JSON, Java script.Important server side technical skills: Strong Spring MVC, Spring Boot andSpring Batch Framework, Java/J2EE, SQLJob Type: Full-timeSalary: ₹30,000.00 to ₹50,000.00 /monthExperience:software development: 3 years (Preferred)total work: 3 years (Preferred)JSP: 3 years (Preferred)Education:Bachelor's (Preferred)Licence:Java SE 7 Programmer (Preferred)Industry:Software Development",work location khar west linking roadinterview mode skype followed personproficient java good knowledge ecosystemssolid understanding object oriented programmingskill writing reusable java librariesfamiliarity concepts springmvcfamiliarity build tools ant maven gradlepreferred skills plus angular5 spring boot spring batchimportant web ui side technical skills angular5 bootstrap jquery html css ajax json java script important server side technical skills strong spring mvc spring boot andspring batch framework java j2ee sqljob type full timesalary 30 000 00 50 000 00 monthexp software development 3 year preferred total work 3 year preferred jsp 3 year preferred education bachelor preferred licence java se 7 programmer preferred industry software development,"['ajax', 'j2ee', 'jsp', 'spring', 'html', 'css', 'jquery', 'json', 'maven', 'angular', 'sql']",ajax j2ee jsp spring html css jquery json maven angular sql,3.0,
68,"Roles & Responsibilities :
Write maintainable/scalable/efficient code.
Design and architect technical solutions for the business problems .
Work in cross-functional team, collaborating with peers during entire SDLC.
Follow coding standards, unit-testing, code reviews etc.
Follow release cycles and commitment to deadlines.
Requirement :
Experience level of 1 to 3 years of experience in very large scale applications.
Strong problem solving skills, data structures and algorithms.
Experience with distributed systems handling large amount of data.
Excellent coding skills in Java/J2EE.
Very good understanding of Web Technologies.
Very good understanding of any RDBMS and/or messaging.
Experience
1 - 3 years
Salary
1 - 6 Lac(s)
Location
Noida",roles responsibilities write maintainable scalable efficient code design architect technical solutions business problems work cross functional team collaborating peers entire sdlc follow coding standards unit testing code reviews etc follow release cycles commitment deadlines requirement exp level 1 3 year exp large scale applications strong problem solving skills data structures algorithms exp distributed systems handling large amount data excellent coding skills java j2ee good understanding web technologies good understanding rdbms messaging exp 1 3 year salary 1 6 lac location noida,"['j2ee', 'testing']",j2ee testing,1.0,3.0
69,"Job SummaryUrgently looking for Full Stack Java Developer having 1-2 years of experience in Java web apps development using Spring, Hibernate etc.Position: Java DeveloperJob Type: Full TimeLocation : PuneResponsibilities and DutiesDevelop Java Applications as per customer requirementsDevelop technical designs for application developmentDesign, implement and maintain Java application phasesConduct software analysis, programming, testing and debuggingIdentifying production and non-production application issuesTransforming requirements into stipulationsTo take part in software and architectural development activitiesGood communication skills, both written and verbalMicro-Service Development Spring Boot, Spring RestfulKey SkillsSkills Required- Advanced Java, Core Java, Spring, Hibernate JDBC, J2EE , JavaScript, AJAX, JQuery , Angular JS, Node JS, REST APIsRequired Experience and QualificationsQualification required - BE/B.Tech/BCA/B.Sc/ME/M.Tech/MCA (Computer Science, IT, Computer Engineering)Experience required- 1-2 yearsJob Type: Full-timeExperience:total work: 1 year (Required)java: 1 year (Required)Education:Bachelor's (Required)",urgently looking full stack java developer 1 2 year exp java web apps development using spring hibernate etc position java developerjob type full timelocation puneresponsibilities dutiesdevelop java applications per customer requirementsdevelop technical designs application developmentdesign implement maintain java application phasesconduct software analysis programming testing debuggingidentifying production non production application issuestransforming requirements stipulationsto take part software architectural development activitiesgood communication skills written verbalmicro service development spring boot spring restfulkey skillsskills required advanced java core java spring hibernate jdbc j2ee javascript ajax jquery angular js node js rest apisrequired exp qualificationsqualification required b tech bca b sc tech mca computer science computer engineering exp required 1 2 year type full timeexp total work 1 year required java 1 year required education bachelor required,"['ajax', 'j2ee', 'spring', 'rest', 'javascript', 'testing', 'jquery', 'hibernate', 'angular']",ajax j2ee spring rest javascript testing jquery hibernate angular,1.0,2.0
70,"Job SummaryJob Title: Java J2EE - Full stack developerJob Location: MumbaiJob Description:Micro services JD:Primary skills:Core JavaSpring framework, Spring boot applicationHands on experience with REST API development, JSON / XML handlingExposure to cloud (Pivotal cloud, AWS, Google or any other cloud technologies)Exposure to Kafka or other message oriented solution experienceSecondary skills:Exposure to Big data technologies (Cassandra, Hadoop, MongoDB etc)Strong understanding on CI/CD development practicesExperience with cucumber or any similar test automation frameworkExposure to APM methodologiesExposure to API gateway such as ApigeeJob Type: Full-timeSalary: ₹900,000.00 to ₹1,400,000.00 /yearExperience:Java: 1 year (Preferred)Industry:Banking & Finance",title java j2ee full stack developerjob location mumbaijob description micro services jd primary skills core javaspring framework spring boot applicationhands exp rest api development json xml handlingexp osure cloud pivotal cloud aws google cloud technologies exp osure kafka message oriented solution exp secondary skills exp osure big data technologies cassandra hadoop mongodb etc strong understanding ci cd development practicesexp cucumber similar test automation frameworkexp osure apm methodologiesexp osure api gateway apigeejob type full timesalary 900 000 00 1 400 000 00 yearexp java 1 year preferred industry banking finance,"['aws', 'j2ee', 'spring', 'rest', 'xml', 'json', 'oop']",aws j2ee spring rest xml json oop,1.0,
71,"Looking for talented engineers to join its Core Platform team. You will have the opportunity to create significant impact on our systems, our business and most importantly, on our customers as we take on challenges that can reshape the used car industry.

Responsibilities:
Building scalable, highly available, resilient, extendable, secured architecture to provide a significant boost to the business
Writing high quality code to achieve business goals.
Working with various cross-functional teams to understand their needs, offering them solutions and setting and managing their expectations
Ensuring timely & high quality delivery
Following up best practices for development and championing their adoption as per company defined standards
Developing with scale and speed amidst flux, there is just a LOT happening
Up-to-date with emerging technology trends and ability to choose the best

Requirements:
An engineering degree in CS from a reputed institution
Strong foundation in Data Structures/ Algorithms and their pros and cons
Deep understanding of technologies and architecture for a scalable and highly available set-up
Ability to learn new technologies quickly
Experienced in Java/Golang and related Technologies like Spring/Hibernate/
Experience working in web applications
Strong networking and Operating Systems fundamentals
Understanding of distributed systems
Experienced in Streaming technologies like Kafka
Experience working with SQL and NoSQL Databases
Not afraid of refactoring existing system in different technology
Experienced in developing the long-term tech strategy for analytics and translate that into an achievable roadmap
Strong in open source technologies, agile development
Ability to deliver projects on time with high quality
Very good experience in SQL
Knowledge of indexing technologies like Elastic Search",looking talented engineers join core platform team opportunity create significant impact systems business importantly customers take challenges reshape used car industry responsibilities building scalable highly available resilient extendable secured architecture provide significant boost business writing high quality code achieve business goals working various cross functional teams understand needs offering solutions setting managing exp ectations ensuring timely high quality delivery following best practices development championing adoption per company defined standards developing scale speed amidst flux lot happening date emerging technology trends ability choose best requirements engineering degree cs reputed institution strong foundation data structures algorithms pros cons deep understanding technologies architecture scalable highly available set ability learn new technologies quickly exp java golang related technologies like spring hibernate exp working web applications strong networking operating systems fundamentals understanding distributed systems exp streaming technologies like kafka exp working sql nosql databases afraid refactoring existing system different technology exp developing long term tech strategy analytics translate achievable roadmap strong open source technologies agile development ability deliver projects time high quality good exp sql knowledge indexing technologies like elastic search,"['spring', 'hibernate', 'sql']",spring hibernate sql,0.0,
72,"BE/ ME in Computer Science • 0 to 2 years of experience in Computer engineering • Good academic record • Good communication skills • Sound knowledge of C, C++,JAVA • Basic knowledge of hardware-software integration • Able to make a test plan • Willing to work in a start-up culture
Send us your resume on: careers@linkedloops.com",computer science 0 2 year exp computer engineering good academic record good communication skills sound knowledge c c java basic knowledge hardware software integration able make test plan willing work start culture send us resume careers linkedloops com,['oop'],oop,0.0,2.0
73,"Candidate must have practical knowledge of these technologies:Programming Skills: Spring Java, Hibernate and PostGreSQL Development , SVN Version Control, HTML 5 and Bootstrap UI DevelopmentJob Profile: Software Development and Maintenance in HTML5, Bootstrap, Spring Java, Hibernate and PostgreSQL. Version control using SVNExperience: 1 to 3 yearsEducational Qualification: BE/ MCAJob Type: Full-timeSalary: ₹20,000.00 to ₹40,000.00 /monthExperience:Spring Framework: 1 year (Required)Java: 1 year (Required)Education:Bachelor's (Required)Location:Pune, Maharashtra (Required)Language:English (Required)",candidate must practical knowledge technologies programming skills spring java hibernate postgresql development svn version control html 5 bootstrap ui developmentjob profile software development maintenance html5 bootstrap spring java hibernate postgresql version control using svnexp 1 3 year educational qualification mcajob type full timesalary 20 000 00 40 000 00 monthexp spring framework 1 year required java 1 year required education bachelor required location pune maharashtra required language english required,"['spring', 'html', 'hibernate', 'sql']",spring html hibernate sql,1.0,3.0
74,"Job SummaryYalamanchili is seeking to hire a skilled Java Developers who are proficient with coding in Java. Their primary responsibilities include designing and implementing java applications, developing and testing software and resolving technical issues that arise.Responsibilities and DutiesDevelop code using JAVA Language.Refine the code based on the specification and the technical needs.Developing and integrating the system as a whole.Implement optimized and high quality modules.Support the team in maintaining code quality.Required Experience, Skills and QualificationsA UG graduate with Computer science background is preferred.0-1 years of Experience can be considered.Good in communication & attitude.Self-motivated smart worker.Good self - learning skills.Should have knowledge in HTML-CSS, Bootstrap.Certification in JAVA, JS-CS, and Core JAVA will be an added advantage.Job Type: Full-timeSalary: ₹9,500.00 to ₹10,000.00 /yearEducation:Bachelor's (Preferred)Licence:Java (Preferred)Benefits:Provident fund (PF)Industry:Banking & Finance",yalamanchili seeking hire skilled java developers proficient coding java primary responsibilities include designing implementing java applications developing testing software resolving technical issues arise responsibilities dutiesdevelop code using java language refine code based specification technical needs developing integrating system whole implement optimized high quality modules support team maintaining code quality required exp skills qualificationsa ug graduate computer science background preferred 0 1 year exp considered good communication attitude self motivated smart worker good self learning skills knowledge html css bootstrap certification java js cs core java added advantage type full timesalary 9 500 00 10 000 00 yeareducation bachelor preferred licence java preferred benefits provident fund pf industry banking finance,"['html', 'css', 'testing']",html css testing,0.0,1.0
75,"Job SummaryDreamwares is urgently hiring Java Developer ( freshers and experienced )Job Location: NashikFlexible timingSalary no bar for right candidateFirst round will be a written coding test followed by personal interviewJob Type: Full-timeSalary: ₹15,000.00 to ₹60,000.00 /monthEducation:Bachelor's (Preferred)Industry:Software Development",dreamwares urgently hiring java developer freshers exp location nashikflexible timingsalary bar right candidatefirst round written coding test followed personal interviewjob type full timesalary 15 000 00 60 000 00 montheducation bachelor preferred industry software development,[],,0.0,
76,"Responsibilities and DutiesRole: Software Engineer & Senior Software Engineer (Java, Oracle, PHP, Perl Developers)Experience: 3-8 YearsSalary Range: 5-15 LPAOpen Positions – MultipleExperience with software design and product development in a test-driven environmentGood technical background & hands on experience in full stack development application development using Java, Advanced Java, Oracle, PHP, Perl, Oracle (SQL & PL/SQL) and possessing strong OOP knowledgeAbility to identify areas for modification in existing modules, developing modifications, writing and implementing efficient code, Peer reviews & ensuring high Quality at all timesRecommend improvements to existing software modules as necessary, work closely with other development teams, UX designers, Scrum Masters and Product Owners on a daily basis to measure & optimise delivery cyclesClearly and regularly communicate with management and technical support colleagues on challenges, best practices & areas of improvementsJob Type: Full-timeSalary: ₹500,000.00 to ₹1,500,000.00 /yearEducation:Bachelor's (Preferred)",responsibilities dutiesrole software engineer senior software engineer java oracle php perl developers exp 3 8 year salary range 5 15 lpaopen positions multipleexp software design product development test driven environmentgood technical background hands exp full stack development application development using java advanced java oracle php perl oracle sql pl sql possessing strong oop knowledgeability identify areas modification existing modules developing modifications writing implementing efficient code peer reviews ensuring high quality timesrecommend improvements existing software modules necessary work closely development teams ux designers scrum masters product owners daily basis measure optimise delivery cyclesclearly regularly communicate management technical support colleagues challenges best practices areas improvementsjob type full timesalary 500 000 00 1 500 000 00 yeareducation bachelor preferred,"['oop', 'sql']",oop sql,3.0,8.0
77,"Job SummaryWe are looking to hire software graduates (2018/2019 pass out only) to join our iOS, Android or web team.Responsibilities and Duties· Responsible for developing new mobile and tablet based applications using Android SDK(using Eclipse/Android Studio), iOS SDK (using Xcode) or Web Developer for supporting and enhancing existing mobile related projects and products.· Will also take part in requirement analysis, will help drive design, formulation of architecture, implementation, system integration, testing, documentation and deployment of mobile applications/systems and product.· Will be well-versed in mobile SDLC and in building high-performance and secure applications.Required skills:Interview Process1. Aptitude Test (MCQ and Programming Questions)2. Technical Interview3. Coding Round (Machine Test)4. HR and Technical RoundPLEASE NOTE: IF YOU HAVE ALREADY APPLIED ANYTIME BEFORE FOR INTERVIEW, PLEASE DO NOT REAPPLY.Qualifications and SkillsCandidates applying for the job SHOULD HAVE the knowledge of below mentioned skills.· Java· Oops concept· Database· Networking· C, C++· HTMLGood to have Skills:· Strong object oriented design and analytical skills.· Should have strong understanding of computer science fundamentals· Comfortable with algorithms, data schemas, resource management and fundamentals of software design· Passionate about mobile applications, technology & keeps updated with latest trends, developments in the industry· An adaptive planner who works well independently as well as in team.· Good interpersonal, written and verbal communications skills· An appreciation for pragmatism and simplicity in code· A strong product and design sensibility.Job Type: Full-timeSalary: ₹16,000.00 to ₹20,000.00 /monthEducation:Bachelor's (Required)Benefits:Paid leaves / Leave encashmentTravel allowanceFlexible work hoursIndustry:Software Development",looking hire software graduates 2018 2019 pass join ios android web team responsibilities duties responsible developing new mobile tablet based applications using android sdk using eclipse android studio ios sdk using xcode web developer supporting enhancing existing mobile related projects products also take part requirement analysis help drive design formulation architecture implementation system integration testing documentation deployment mobile applications systems product well versed mobile sdlc building high performance secure applications required skills interview process1 aptitude test mcq programming questions 2 technical interview3 coding round machine test 4 hr technical roundplease note already applied anytime interview please reapply qualifications skillscandidates applying knowledge mentioned skills java oops concept database networking c c htmlgood skills strong object oriented design analytical skills strong understanding computer science fundamentals comfortable algorithms data schemas resource management fundamentals software design passionate mobile applications technology keeps updated latest trends developments industry adaptive planner works well independently well team good interpersonal written verbal communications skills appreciation pragmatism simplicity code strong product design sensibility type full timesalary 16 000 00 20 000 00 montheducation bachelor required benefits paid leaves leave encashmenttravel allowanceflexible work hoursindustry software development,"['eclipse', 'html', 'testing', 'oop', 'android']",eclipse html testing oop android,0.0,
78,"Job SummaryAether is looking for young dynamic computer engineers with below attributes / skillsets:‘Can do’ attitudeQuick learnerExcellent logicTechnical skills: Core and Advance Java, JavaScript, RDBMS. Added advantage with: Spring framework, Angular or React, Android developmentExperience: 2 to 5 yearsPreferred qualification: Engineering graduate or aboveResponsibilities and DutiesYou will be placed in a high profile Banking and Finance Domain trajectory for exponential growth that too in Product arena. You will get to work with renowned International Banking and Finance Domain experts.Key SkillsJava, Java script, jquery, angular androidRequired Experience and QualificationsSoftware Engineer with minimum of 1 year expJob Type: Full-timeSalary: ₹12,000.00 to ₹30,000.00 /monthExperience:total work: 1 year (Preferred)JSP: 1 year (Preferred)java: 1 year (Preferred)Education:Master's (Preferred)Licence:Java SE 7 Programmer (Preferred)Benefits:Paid leaves / Leave encashmentIndustry:Software Development",aether looking young dynamic computer engineers attributes skillsets attitudequick learnerexcellent logictechnical skills core advance java javascript rdbms added advantage spring framework angular react android developmentexp 2 5 year preferred qualification engineering graduate aboveresponsibilities dutiesyou placed high profile banking finance domain trajectory exp onential growth product arena get work renowned international banking finance domain exp erts key skillsjava java script jquery angular androidrequired exp qualificationssoftware engineer minimum 1 year exp type full timesalary 12 000 00 30 000 00 monthexp total work 1 year preferred jsp 1 year preferred java 1 year preferred education master preferred licence java se 7 programmer preferred benefits paid leaves leave encashmentindustry software development,"['jsp', 'spring', 'javascript', 'jquery', 'android', 'angular']",jsp spring javascript jquery android angular,2.0,5.0
